date,rainfall_mm,temp_max_c,temp_min_c,soil_moisture_pct,downtime_hrs,blasting_delay_hrs,target_production_t,actual_production_t,rainfall_lag1,downtime_lag1,soil_moisture_lag1,production_lag1,production_lag7,rolling_avg_7
2025-04-21,0.0,42.6,24.4,5.0,6,0,1000.0,864.4,0.0,2.0,5.0,951.9,924.7,897.0571428571428
2025-04-22,0.0,43.1,24.7,5.0,3,0,1000.0,959.9,0.0,6.0,5.0,864.4,875.1,909.1714285714286
2025-04-23,0.0,42.9,24.2,5.0,3,2,1000.0,877.4,0.0,3.0,5.0,959.9,923.4,902.6
2025-04-24,0.0,42.8,24.1,5.6,2,0,1000.0,914.8,0.0,3.0,5.0,877.4,962.4,895.8000000000001
2025-04-25,0.0,42.4,24.3,5.0,4,0,1000.0,935.0,0.0,2.0,5.6,914.8,881.7,903.4142857142857
2025-04-26,0.0,40.8,28.3,5.0,0,0,1000.0,1005.5,0.0,4.0,5.0,935.0,820.5,929.842857142857
2025-04-27,1.3,37.9,24.9,5.0,2,0,1000.0,947.4,0.0,0.0,5.0,1005.5,951.9,929.1999999999999
2025-04-28,0.0,39.3,24.6,5.0,1,1,1000.0,974.3,1.3,2.0,5.0,947.4,864.4,944.9
2025-04-29,0.0,39.7,25.5,5.0,3,0,1000.0,914.8,0.0,1.0,5.0,974.3,959.9,938.4571428571428
2025-04-30,0.0,40.3,24.9,5.0,2,0,1000.0,948.3,0.0,3.0,5.0,914.8,877.4,948.5857142857142
2025-05-01,0.0,39.0,24.1,5.0,1,0,1000.0,982.1,0.0,2.0,5.0,948.3,914.8,958.1999999999999
2025-05-02,0.0,37.9,23.5,5.0,1,1,1000.0,969.0,0.0,1.0,5.0,982.1,935.0,963.0571428571428
2025-05-03,2.9,38.7,22.2,5.0,3,0,1000.0,951.7,0.0,1.0,5.0,969.0,1005.5,955.3714285714285
2025-05-04,10.2,38.3,21.8,5.0,1,0,1000.0,946.3,2.9,3.0,5.0,951.7,947.4,955.2142857142857
2025-05-05,0.5,37.6,21.6,6.6,1,1,1000.0,979.2,10.2,1.0,5.0,946.3,974.3,955.9142857142857
2025-05-06,0.0,36.7,22.8,9.4,2,0,1000.0,957.8,0.5,1.0,6.6,979.2,914.8,962.0571428571428
2025-05-07,0.0,36.5,23.0,5.0,0,2,1000.0,925.4,0.0,2.0,9.4,957.8,948.3,958.7857142857143
2025-05-08,0.0,37.1,22.7,5.0,3,1,1000.0,902.9,0.0,0.0,5.0,925.4,982.1,947.4714285714286
2025-05-09,0.0,37.7,24.9,5.0,3,2,1000.0,949.7,0.0,3.0,5.0,902.9,969.0,944.7142857142857
2025-05-10,0.0,39.4,24.6,5.0,1,0,1000.0,940.7,0.0,3.0,5.0,949.7,951.7,943.1428571428571
2025-05-11,0.0,39.4,26.1,5.0,2,1,1000.0,961.7,0.0,1.0,5.0,940.7,946.3,945.342857142857
2025-05-12,1.2,37.7,25.8,5.0,3,2,1000.0,856.0,0.0,2.0,5.0,961.7,979.2,927.7428571428572
2025-05-13,0.7,39.1,26.5,5.0,2,0,1000.0,963.3,1.2,3.0,5.0,856.0,957.8,928.5285714285714
2025-05-14,0.3,38.7,26.3,5.0,3,1,1000.0,920.1,0.7,2.0,5.0,963.3,925.4,927.7714285714286
2025-05-15,0.0,37.8,26.0,5.0,2,0,1000.0,1004.6,0.3,3.0,5.0,920.1,902.9,942.3000000000001
2025-05-16,4.6,39.4,26.5,7.8,0,0,1000.0,952.8,0.0,2.0,5.0,1004.6,949.7,942.7428571428571
2025-05-17,0.0,39.1,26.4,5.0,1,1,1000.0,911.6,4.6,0.0,7.8,952.8,940.7,938.5857142857143
2025-05-18,0.0,38.4,27.2,5.0,1,1,1000.0,939.5,0.0,1.0,5.0,911.6,961.7,935.4142857142857
2025-05-19,0.4,38.1,25.5,5.4,1,0,1000.0,1019.0,0.0,1.0,5.0,939.5,856.0,958.6999999999999
2025-05-20,0.0,39.5,26.7,5.0,1,1,1000.0,911.0,0.4,1.0,5.4,1019.0,963.3,951.2285714285715
2025-05-21,0.5,39.2,26.0,5.0,0,0,1000.0,900.7,0.0,1.0,5.0,911.0,920.1,948.4571428571428
2025-05-22,0.0,30.3,24.1,5.8,2,1,1000.0,946.8,0.5,0.0,5.0,900.7,1004.6,940.2
2025-05-23,0.0,35.3,23.9,5.0,1,1,1000.0,987.0,0.0,2.0,5.8,946.8,952.8,945.0857142857143
2025-05-24,2.7,32.9,24.3,5.0,3,2,1000.0,871.3,0.0,1.0,5.0,987.0,911.6,939.3285714285714
2025-05-25,0.8,34.7,24.2,5.0,2,0,1000.0,994.5,2.7,3.0,5.0,871.3,939.5,947.1857142857143
2025-05-26,9.6,35.1,25.0,8.9,2,2,1000.0,876.9,0.8,2.0,5.0,994.5,1019.0,926.8857142857142
2025-05-27,4.8,37.0,24.9,6.2,0,2,1000.0,929.8,9.6,2.0,8.9,876.9,911.0,929.5714285714286
2025-05-28,11.0,36.8,24.8,9.7,1,0,1000.0,985.4,4.8,0.0,6.2,929.8,900.7,941.6714285714286
2025-05-29,0.0,37.1,26.0,12.4,1,1,1000.0,913.9,11.0,1.0,9.7,985.4,946.8,936.9714285714284
2025-05-30,1.9,36.9,26.8,11.8,3,0,1000.0,948.7,0.0,1.0,12.4,913.9,987.0,931.5
2025-05-31,0.0,37.5,26.0,10.8,1,2,1000.0,958.9,1.9,3.0,11.8,948.7,871.3,944.0142857142856
2025-06-01,0.0,36.6,24.7,10.2,2,0,1000.0,976.2,0.0,1.0,10.8,958.9,994.5,941.3999999999999
2025-06-02,1.2,35.8,24.8,7.9,2,1,1000.0,917.9,0.0,2.0,10.2,976.2,876.9,947.2571428571429
2025-06-03,0.0,35.2,25.2,8.9,3,1,1000.0,974.6,1.2,2.0,7.9,917.9,929.8,953.6571428571427
2025-06-04,1.2,33.5,24.6,8.9,4,0,1000.0,958.3,0.0,3.0,8.9,974.6,985.4,949.7857142857143
2025-06-05,0.0,36.1,24.3,6.2,0,1,1000.0,913.7,1.2,4.0,8.9,958.3,913.9,949.7571428571429
2025-06-06,0.0,38.1,23.8,10.7,2,2,1000.0,930.4,0.0,0.0,6.2,913.7,948.7,947.1428571428571
2025-06-07,0.0,37.1,24.7,7.4,1,1,1000.0,932.4,0.0,2.0,10.7,930.4,958.9,943.3571428571429
2025-06-08,0.0,40.5,26.8,5.0,3,1,1000.0,908.4,0.0,1.0,7.4,932.4,976.2,933.6714285714287
2025-06-09,0.0,41.3,25.7,6.8,1,2,1000.0,933.7,0.0,3.0,5.0,908.4,917.9,935.9285714285714
2025-06-10,0.0,41.2,25.2,5.0,1,0,1000.0,937.5,0.0,1.0,6.8,933.7,974.6,930.6285714285715
2025-06-11,0.5,36.7,27.1,6.4,2,0,1000.0,911.5,0.0,1.0,5.0,937.5,958.3,923.9428571428572
2025-06-12,0.0,37.1,27.0,6.7,2,0,1000.0,1004.7,0.5,2.0,6.4,911.5,913.7,936.9428571428572
2025-06-13,0.4,36.0,26.7,5.0,0,1,1000.0,1004.5,0.0,2.0,6.7,1004.7,930.4,947.5285714285714
2025-06-14,0.3,37.1,26.1,5.9,1,1,1000.0,946.5,0.4,0.0,5.0,1004.5,932.4,949.5428571428572
2025-06-15,0.0,36.5,26.7,5.0,4,2,1000.0,908.1,0.3,1.0,5.9,946.5,908.4,949.5
2025-06-16,5.9,34.7,24.7,7.4,3,0,1000.0,936.8,0.0,4.0,5.0,908.1,933.7,949.9428571428571
2025-06-17,4.8,31.7,24.8,11.0,0,0,1000.0,997.1,5.9,3.0,7.4,936.8,937.5,958.4571428571428
2025-06-18,0.1,35.3,26.6,6.2,1,1,1000.0,954.1,4.8,0.0,11.0,997.1,911.5,964.5428571428572
2025-06-19,0.6,32.6,24.8,5.0,0,0,1000.0,989.4,0.1,1.0,6.2,954.1,1004.7,962.3571428571429
2025-06-20,3.8,30.1,24.6,5.6,2,2,1000.0,926.2,0.6,0.0,5.0,989.4,1004.5,951.1714285714286
2025-06-21,3.1,33.4,24.2,6.4,1,0,1000.0,945.0,3.8,2.0,5.6,926.2,946.5,950.9571428571428
2025-06-22,6.3,28.9,24.3,9.8,2,2,1000.0,904.9,3.1,1.0,6.4,945.0,908.1,950.5
2025-06-23,18.3,33.7,24.2,17.1,4,2,1000.0,877.5,6.3,2.0,9.8,904.9,936.8,942.0285714285716
2025-06-24,28.9,32.2,24.1,27.2,0,0,1000.0,1020.5,18.3,4.0,17.1,877.5,997.1,945.3714285714286
2025-06-25,7.3,31.2,24.2,29.1,2,2,1000.0,876.2,28.9,0.0,27.2,1020.5,954.1,934.2428571428571
2025-06-26,8.3,29.4,23.9,28.6,2,0,1000.0,975.7,7.3,2.0,29.1,876.2,989.4,932.2857142857143
2025-06-27,3.2,30.7,23.9,30.5,1,0,1000.0,1000.1,8.3,2.0,28.6,975.7,926.2,942.8428571428573
2025-06-28,4.3,31.7,23.8,26.6,0,4,1000.0,838.5,3.2,1.0,30.5,1000.1,945.0,927.6285714285715
2025-06-29,25.5,28.7,22.7,40.6,3,2,1000.0,886.7,4.3,0.0,26.6,838.5,904.9,925.0285714285714
2025-06-30,44.4,31.3,23.0,51.3,3,1,1000.0,903.1,25.5,3.0,40.6,886.7,877.5,928.6857142857143
2025-07-01,22.9,29.1,23.1,53.5,2,1,1000.0,935.2,44.4,3.0,51.3,903.1,1020.5,916.5
2025-07-02,2.5,29.3,23.7,49.7,0,0,1000.0,994.5,22.9,2.0,53.5,935.2,876.2,933.4
2025-07-03,15.6,30.6,24.1,54.9,1,0,1000.0,976.3,2.5,0.0,49.7,994.5,975.7,933.4857142857144
2025-07-04,8.4,27.0,24.2,52.5,2,0,1000.0,965.0,15.6,1.0,54.9,976.3,1000.1,928.4714285714286
2025-07-05,4.0,29.1,24.1,51.8,5,0,1000.0,869.5,8.4,2.0,52.5,965.0,838.5,932.9
2025-07-06,46.8,28.0,23.5,66.0,2,0,1000.0,919.6,4.0,5.0,51.8,869.5,886.7,937.6
2025-07-07,124.7,24.1,22.8,95.0,8,5,1000.0,594.3,46.8,2.0,66.0,919.6,903.1,893.4857142857143
2025-07-08,65.3,26.7,22.6,95.0,4,0,1000.0,840.5,124.7,8.0,95.0,594.3,935.2,879.9571428571428
2025-07-09,15.7,26.6,22.7,95.0,2,0,1000.0,1025.7,65.3,4.0,95.0,840.5,994.5,884.4142857142857
2025-07-10,30.0,30.7,22.7,95.0,5,1,1000.0,901.6,15.7,2.0,95.0,1025.7,976.3,873.7428571428571
2025-07-11,14.2,31.4,22.9,95.0,4,3,1000.0,813.5,30.0,5.0,95.0,901.6,965.0,852.1
2025-07-12,0.0,32.3,23.7,95.0,2,1,1000.0,955.4,14.2,4.0,95.0,813.5,869.5,864.3714285714285
2025-07-13,4.5,31.2,24.8,95.0,0,2,1000.0,988.3,0.0,2.0,95.0,955.4,919.6,874.1857142857143
2025-07-14,10.9,32.0,24.7,95.0,3,0,1000.0,897.0,4.5,0.0,95.0,988.3,594.3,917.4285714285714
2025-07-15,2.2,32.0,24.6,88.8,2,0,1000.0,969.7,10.9,3.0,95.0,897.0,840.5,935.8857142857142
2025-07-16,9.8,28.8,24.3,83.1,3,1,1000.0,922.0,2.2,2.0,88.8,969.7,1025.7,921.0714285714286
2025-07-17,7.0,29.3,24.3,81.2,1,1,1000.0,913.4,9.8,3.0,83.1,922.0,901.6,922.7571428571429
2025-07-18,1.4,31.3,23.9,75.1,1,3,1000.0,919.7,7.0,1.0,81.2,913.4,813.5,937.9285714285714
2025-07-19,0.3,33.1,23.7,66.8,5,0,1000.0,958.1,1.4,1.0,75.1,919.7,955.4,938.3142857142858
2025-07-20,21.2,32.2,23.4,72.8,3,0,1000.0,974.8,0.3,5.0,66.8,958.1,988.3,936.3857142857142
2025-07-21,11.6,32.9,23.4,72.0,4,1,1000.0,893.6,21.2,3.0,72.8,974.8,897.0,935.9
2025-07-22,18.1,30.9,24.5,74.7,2,1,1000.0,998.3,11.6,4.0,72.0,893.6,969.7,939.9857142857144
2025-07-23,28.5,31.9,24.2,80.2,1,0,1000.0,889.1,18.1,2.0,74.7,998.3,922.0,935.2857142857143
2025-07-24,60.7,27.1,23.4,93.4,1,0,1000.0,922.8,28.5,1.0,80.2,889.1,913.4,936.6285714285714
2025-07-25,46.7,26.6,23.3,95.0,0,1,1000.0,876.6,60.7,1.0,93.4,922.8,919.7,930.4714285714286
2025-07-26,69.8,27.0,23.4,95.0,6,1,1000.0,803.9,46.7,0.0,95.0,876.6,958.1,908.4428571428572
2025-07-27,0.5,31.0,23.6,95.0,3,1,1000.0,913.7,69.8,6.0,95.0,803.9,974.8,899.7142857142857
2025-07-28,14.3,28.2,23.4,95.0,3,2,1000.0,903.0,0.5,3.0,95.0,913.7,893.6,901.0571428571428
2025-07-29,11.7,26.2,23.3,95.0,4,4,1000.0,822.2,14.3,3.0,95.0,903.0,998.3,875.8999999999999
2025-07-30,1.9,29.9,23.1,95.0,2,1,1000.0,917.9,11.7,4.0,95.0,822.2,889.1,880.0142857142857
2025-07-31,2.0,30.9,23.2,95.0,4,0,1000.0,914.8,1.9,2.0,95.0,917.9,922.8,878.8714285714286
2025-08-01,0.0,32.4,23.4,87.8,1,1,1000.0,1018.0,2.0,4.0,95.0,914.8,876.6,899.0714285714286
2025-08-02,0.1,32.0,24.2,80.4,2,4,1000.0,883.2,0.0,1.0,87.8,1018.0,803.9,910.4
2025-08-03,0.5,32.4,24.0,72.3,0,0,1000.0,948.3,0.1,2.0,80.4,883.2,913.7,915.3428571428573
2025-08-04,0.4,33.0,23.9,68.8,5,1,1000.0,916.0,0.5,0.0,72.3,948.3,903.0,917.2
2025-08-05,0.6,32.5,24.1,60.6,2,0,1000.0,963.4,0.4,5.0,68.8,916.0,822.2,937.3714285714286
2025-08-06,1.5,32.8,24.6,57.3,2,0,1000.0,968.3,0.6,2.0,60.6,963.4,917.9,944.5714285714286
2025-08-07,5.1,32.6,23.8,54.2,3,2,1000.0,923.5,1.5,2.0,57.3,968.3,914.8,945.8142857142857
2025-08-08,6.4,30.3,23.2,53.5,2,1,1000.0,972.8,5.1,3.0,54.2,923.5,1018.0,939.3571428571429
2025-08-09,2.4,30.7,23.5,54.7,6,0,1000.0,881.4,6.4,2.0,53.5,972.8,883.2,939.1
2025-08-10,2.2,32.1,23.4,43.2,2,2,1000.0,916.5,2.4,6.0,54.7,881.4,948.3,934.5571428571428
2025-08-11,2.3,31.7,23.7,45.5,2,0,1000.0,950.9,2.2,2.0,43.2,916.5,916.0,939.5428571428571
