date,rainfall_mm,temp_max_c,temp_min_c,soil_moisture_pct,downtime_hrs,blasting_delay_hrs,target_production_t,actual_production_t
2025-09-13,8.9,30.5,23.4,63.6,0,1,1000.0,972.7
2025-09-14,10.3,30.6,23.6,66.0,3,2,1000.0,923.1
2025-09-15,11.0,29.2,23.9,61.4,3,3,1000.0,834.9
2025-09-16,10.3,30.1,23.9,62.8,4,1,1000.0,932.5
2025-09-17,4.1,29.8,23.4,60.1,0,0,1000.0,973.2
2025-09-18,1.9,30.2,23.2,52.8,4,0,1000.0,1002.2
2025-09-19,0.2,31.1,23.4,50.3,0,4,1000.0,948.4
2025-09-20,2.3,31.6,23.8,40.8,2,1,1000.0,938.8
2025-09-21,0.2,32.1,23.8,41.5,1,0,1000.0,955.9
2025-09-22,0.0,32.8,23.5,39.6,2,0,1000.0,935.4
2025-09-23,0.0,32.5,23.1,34.4,2,1,1000.0,971.2
2025-09-24,0.8,32.8,24.1,37.5,0,0,1000.0,998.1
2025-09-25,14.6,29.0,23.4,34.5,2,0,1000.0,980.3
2025-09-26,5.6,31.7,24.1,35.7,4,0,1000.0,999.4
2025-09-27,26.6,28.7,23.5,44.6,1,3,1000.0,855.0
2025-09-28,1.9,29.7,22.6,44.4,2,0,1000.0,930.8
2025-09-29,1.7,30.0,22.4,36.0,3,1,1000.0,933.7
2025-09-30,0.5,31.4,23.0,38.3,0,0,1000.0,1033.7
2025-10-01,4.0,31.5,23.5,34.7,2,0,1000.0,937.0
2025-10-02,8.5,30.7,23.2,33.4,1,0,1000.0,975.8
2025-10-03,3.3,29.8,24.1,34.7,0,0,1000.0,1037.1
2025-10-04,7.4,30.2,23.2,34.5,1,0,1000.0,927.1
2025-10-05,6.8,30.1,23.3,32.9,3,1,1000.0,928.9
2025-10-06,20.5,27.9,22.9,39.7,1,0,1000.0,944.2
2025-10-07,0.5,30.2,22.0,35.8,2,1,1000.0,948.1
2025-10-08,0.0,30.5,22.2,33.9,1,0,1000.0,1006.3
2025-10-09,0.0,30.6,21.5,32.3,5,1,1000.0,906.6
2025-10-10,1.6,28.9,21.7,32.3,1,0,1000.0,952.8
2025-10-11,1.0,29.4,20.0,24.7,4,1,1000.0,898.8
2025-10-12,0.0,30.4,20.3,29.3,2,2,1000.0,962.8
2025-10-13,0.9,29.4,21.1,19.5,0,1,1000.0,983.8
2025-10-14,0.7,30.1,21.6,21.5,1,0,1000.0,1009.4
2025-10-15,0.0,30.9,21.7,21.2,3,1,1000.0,937.5
2025-10-16,0.0,31.0,21.4,19.0,2,1,1000.0,969.3
2025-10-17,0.2,30.5,21.1,15.8,3,1,1000.0,917.9
2025-10-18,0.0,30.6,19.2,15.3,3,1,1000.0,907.0
2025-10-19,0.0,30.8,19.5,13.4,1,1,1000.0,982.9
2025-10-20,0.7,30.1,19.4,12.4,0,2,1000.0,983.0
2025-10-21,0.1,31.3,22.5,14.2,1,2,1000.0,907.5
2025-10-22,0.0,32.2,22.4,12.2,4,4,1000.0,822.7
2025-10-23,0.0,32.2,22.5,9.2,2,0,1000.0,965.1
2025-10-24,0.6,31.4,22.6,11.8,4,1,1000.0,962.9
2025-10-25,4.1,27.3,21.9,11.4,3,1,1000.0,942.0
2025-10-26,9.4,27.8,21.6,15.3,2,1,1000.0,894.0
2025-10-27,1.1,30.9,21.5,14.3,3,1,1000.0,925.9
2025-10-28,0.9,29.7,23.8,10.7,2,0,1000.0,961.5
2025-10-29,7.1,29.3,23.4,13.1,2,1,1000.0,901.3
2025-10-30,9.8,25.5,22.1,18.5,2,0,1000.0,955.1
2025-10-31,11.2,28.5,21.6,21.3,3,0,1000.0,932.9
2025-11-01,0.2,30.4,22.2,18.6,1,1,1000.0,948.9
2025-11-02,2.0,29.4,21.8,18.1,2,1,1000.0,930.4
2025-11-03,0.0,31.7,20.8,19.0,3,1,1000.0,974.1
2025-11-04,0.7,30.0,20.7,14.3,2,0,1000.0,958.2
2025-11-05,0.0,30.6,20.4,15.3,0,1,1000.0,976.5
2025-11-06,0.0,30.5,17.6,12.7,1,1,1000.0,958.2
2025-11-07,0.0,29.8,17.4,11.6,2,1,1000.0,929.8
2025-11-08,0.0,29.1,14.6,13.3,2,0,1000.0,972.4
2025-11-09,0.0,27.7,13.6,11.8,1,0,1000.0,987.0
2025-11-10,0.0,27.9,13.1,11.0,0,0,1000.0,1002.4
2025-11-11,0.0,27.8,13.6,11.2,5,1,1000.0,874.2
2025-11-12,0.0,28.3,13.4,8.0,2,3,1000.0,888.8
2025-11-13,0.0,28.0,13.9,8.7,1,1,1000.0,982.8
2025-11-14,0.0,27.7,13.4,6.1,2,0,1000.0,964.6
2025-11-15,0.0,27.7,14.0,6.8,0,0,1000.0,1004.9
2025-11-16,0.0,26.9,14.1,5.4,2,3,1000.0,900.0
2025-11-17,0.0,26.4,14.2,5.4,1,1,1000.0,972.5
2025-11-18,0.0,26.8,13.8,6.0,3,0,1000.0,971.8
2025-11-19,0.0,27.5,13.2,5.0,4,1,1000.0,909.8
2025-11-20,0.0,28.2,13.3,8.3,2,0,1000.0,942.7
2025-11-21,0.0,28.6,13.9,5.0,0,0,1000.0,963.4
2025-11-22,0.0,28.8,14.3,5.0,2,3,1000.0,925.5
2025-11-23,0.0,28.9,14.4,5.5,2,0,1000.0,993.1
2025-11-24,0.0,29.1,15.8,5.0,3,1,1000.0,949.5
2025-11-25,0.0,28.8,16.8,5.0,5,0,1000.0,949.3
2025-11-26,0.0,28.6,16.7,5.0,2,2,1000.0,915.2
2025-11-27,0.0,28.2,15.1,5.0,3,0,1000.0,936.3
2025-11-28,0.0,25.9,13.5,5.0,3,0,1000.0,925.6
2025-11-29,0.0,26.4,13.0,5.0,2,0,1000.0,937.3
2025-11-30,0.0,26.4,13.7,5.0,5,2,1000.0,911.4
2025-12-01,0.0,26.9,14.0,5.0,2,1,1000.0,930.2
2025-12-02,0.0,27.1,13.9,5.0,5,1,1000.0,931.6
2025-12-03,0.0,26.6,13.8,5.0,0,3,1000.0,919.4
2025-12-04,0.0,26.5,14.2,5.0,1,1,1000.0,939.7
2025-12-05,0.0,26.4,13.2,5.0,1,0,1000.0,952.2
2025-12-06,0.0,26.2,12.8,5.0,2,0,1000.0,952.4
2025-12-07,0.0,27.7,12.3,5.0,1,0,1000.0,1027.5
2025-12-08,0.0,28.9,12.9,5.0,1,1,1000.0,927.5
2025-12-09,0.0,28.6,13.4,5.0,0,2,1000.0,1013.5
2025-12-10,0.0,27.9,12.3,5.0,3,0,1000.0,929.8
2025-12-11,0.0,27.6,11.6,5.0,3,0,1000.0,977.5
2025-12-12,0.0,27.6,12.0,5.0,0,1,1000.0,970.6
2025-12-13,0.0,27.7,11.9,5.0,1,1,1000.0,950.4
2025-12-14,0.0,27.2,12.4,5.0,2,0,1000.0,931.9
2025-12-15,0.0,26.7,13.2,5.0,5,1,1000.0,897.0
2025-12-16,0.0,26.6,11.8,5.0,1,0,1000.0,950.3
2025-12-17,0.0,29.2,11.3,5.0,3,1,1000.0,879.6
2025-12-18,0.0,29.0,12.7,5.0,0,1,1000.0,978.6
2025-12-19,0.0,26.8,12.1,5.0,2,0,1000.0,950.9
2025-12-20,0.0,27.3,11.7,5.0,1,1,1000.0,1010.5
2025-12-21,0.0,27.4,11.8,5.0,1,1,1000.0,990.0
2025-12-22,0.0,27.4,13.3,5.0,2,0,1000.0,1020.9
2025-12-23,0.0,28.1,12.8,5.0,2,1,1000.0,924.6
2025-12-24,0.0,27.3,13.0,5.0,1,2,1000.0,939.1
2025-12-25,0.0,27.0,13.5,5.0,1,1,1000.0,881.4
2025-12-26,0.0,26.8,12.7,5.0,1,0,1000.0,976.5
2025-12-27,0.0,27.0,12.0,5.0,1,2,1000.0,938.0
2025-12-28,0.0,27.1,12.0,5.0,3,0,1000.0,959.6
2025-12-29,0.0,27.6,10.7,5.0,2,0,1000.0,968.7
2025-12-30,0.0,27.7,10.1,5.0,5,0,1000.0,927.0
2025-12-31,0.0,27.1,10.0,5.0,1,3,1000.0,828.6
